id,object,result_position,bookmarks_count,binded_media_url,binded_media_domain,binded_media_thumbnail_url,binded_media_title,binded_media_description,content,internal_unique_id,is_retweeted,is_quoted,likes,media_0_thumbnail,media_0_type,media_0_url,media_1_thumbnail,media_1_type,media_1_url,media_2_thumbnail,media_2_type,media_2_url,media_3_thumbnail,media_3_type,media_3_url,name,original_tweet_url,original_tweet_id,published_at,quote_count,retweet_count,reply_count,tweet_url,user_id,username,views_count,collected_at,input_url,sentiment
148605,result,46,514,,,,,,This is the most we’ve ever liked Powell. The actual human being came out. Obnoxious climate change activists disrupt his speech and his inner actual human being comes out and he tells security to “just close the f**king door.” We love it.    https://t.co/bCG6iuF2nZ,1722698098311680195,f,f,6538,https://pbs.twimg.com/amplify_video_thumb/1722696520489664512/img/F7lb5xmuMaZxY_o0.jpg,video,https://video.twimg.com/amplify_video/1722696520489664512/vid/avc1/490x270/kiYEZnKbxVYFPb31.mp4?tag=14,,,,,,,,,,Autism Capital 🧩,,,2023-11-09 19:30:07+00,160,634,190,https://twitter.com/AutismCapital/status/1722698098311680195,1297651178256257024,AutismCapital,1175152.0,2024-06-05 08:40:14.276163+00,https://twitter.com/search?q=climate%20change%20lang%3Aen%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=top,1
148606,result,50,768,,,,,,This song gets billionaires hyped up to solve climate change   https://t.co/IIfjDOjJCH,1616487426251460610,f,f,11716,https://pbs.twimg.com/ext_tw_video_thumb/1616181299437256709/pu/img/fXat6wO85sVFzVzh.jpg,video,https://video.twimg.com/ext_tw_video/1616181299437256709/pu/vid/480x270/MP-bwMV8-KG-7wXF.mp4?tag=14,,,,,,,,,,"Genevieve Roch-Decter, CFA",,,2023-01-20 17:26:49+00,815,1447,2622,https://twitter.com/GRDecter/status/1616487426251460610,1281457267582177280,GRDecter,2815126.0,2024-06-05 08:40:15.903105+00,https://twitter.com/search?q=climate%20change%20lang%3Aen%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=top,1
148610,result,44,51,,,,,,"I can tell you this, I would not go to China and grovel in front of Xi like Gavin Newsom did.  He says China’s a ‘partner’ on climate change? China’s adding two new coal plants every year. China’s laughing at us. https://t.co/0kzA61loKz",1730434171321929772,f,f,6495,https://pbs.twimg.com/ext_tw_video_thumb/1730434010952704000/pu/img/GIyRbJz_uwtsDLh-.jpg,video,https://video.twimg.com/ext_tw_video/1730434010952704000/pu/vid/avc1/480x270/yRnYS2BXFitQFkuz.mp4?tag=12,,,,,,,,,,Ron DeSantis,,,2023-12-01 03:50:31+00,58,1036,606,https://twitter.com/RonDeSantis/status/1730434171321929772,487297085,RonDeSantis,226252.0,2024-06-05 08:40:13.413996+00,https://twitter.com/search?q=climate%20change%20lang%3Aen%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=top,0
148612,result,35,53,,,,,,The creation of the American Climate Corps will mobilize young people who care so deeply about the future of our planet and who are ready to take on the existential threat of climate change. It's a good start. Let’s go forward together. https://t.co/4NXhFPI0K2,1704648715045142730,f,f,7738,https://pbs.twimg.com/amplify_video_thumb/1704647902411243520/img/HOtPqA0PiljXX9T-.jpg,video,https://video.twimg.com/amplify_video/1704647902411243520/vid/avc1/480x270/UbsBl4UoR5cI89A9.mp4?tag=14,,,,,,,,,,Bernie Sanders,,,2023-09-21 00:08:19+00,71,1383,582,https://twitter.com/SenSanders/status/1704648715045142730,29442313,SenSanders,430474.0,2024-06-05 08:40:04.281406+00,https://twitter.com/search?q=climate%20change%20lang%3Aen%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=top,1
148619,result,113,241,,,,,,🔥🚨DEVELOPING: Hillary Clinton wants you to know that she ‘is a dandelion’ that wants you to speak about climate change. https://t.co/dSyhHEv5Md,1740488634569281775,f,f,5325,https://pbs.twimg.com/amplify_video_thumb/1740488582031093760/img/CZ9Jy-FkeZ5F6wK5.jpg,video,https://video.twimg.com/amplify_video/1740488582031093760/vid/avc1/320x568/CYikytQ_stCvadCO.mp4?tag=14,,,,,,,,,,Dom Lucre | Breaker of Narratives,,,2023-12-28 21:43:21+00,569,1250,5264,https://twitter.com/dom_lucre/status/1740488634569281775,3096147528,dom_lucre,1428834.0,2024-06-05 08:40:59.433057+00,https://twitter.com/search?q=climate%20change%20lang%3Aen%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=top,0
148623,result,29,5,,,,,,"Be it economic growth or climate change, India's vision is futuristic and our efforts are noteworthy. https://t.co/SGci4BcjDc",1733522331304403442,f,f,9513,https://pbs.twimg.com/amplify_video_thumb/1733372656161062912/img/fzYP768YJxtKceZ3.jpg,video,https://video.twimg.com/amplify_video/1733372656161062912/vid/avc1/480x270/gbpdZonlpsv8i2AO.mp4?tag=14,,,,,,,,,,Narendra Modi,,,2023-12-09 16:21:45+00,28,2649,291,https://twitter.com/narendramodi/status/1733522331304403442,18839785,narendramodi,515292.0,2024-06-05 08:40:01.602434+00,https://twitter.com/search?q=climate%20change%20lang%3Aen%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=top,1
148636,result,153,186,,,,,,"Q: Does Biden stand by his comment that climate change is ""more frightening than a nuclear war""?  JOHN KIRBY: ""Absolutely he does — climate change is an existential threat!""  Q: ""More frightening than nuclear war!?""  KIRBY: Yes https://t.co/PTjWuNz4MH",1711470463082250444,f,f,4417,https://pbs.twimg.com/amplify_video_thumb/1711469924005081088/img/tYvhjNmmf2DfIlv9.jpg,video,https://video.twimg.com/amplify_video/1711469924005081088/vid/avc1/480x270/ucxaPEoeNfkg6WH4.mp4?tag=16,,,,,,,,,,RNC Research,,,2023-10-09 19:55:30+00,544,2005,2155,https://twitter.com/RNCResearch/status/1711470463082250444,55329156,RNCResearch,1325828.0,2024-06-05 08:41:27.17595+00,https://twitter.com/search?q=climate%20change%20lang%3Aen%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=top,0
148639,result,34,315,,,,,,"Johnny Mercer, ""Extraordinary progress on climate change has been made under this Conservative government""  George Monbiot, ""No, extraordinary progress has not been made under this government. It has deliberately trashed some of the progress even that was made under Boris https://t.co/r6TYbGBj4X",1732889287635460318,f,f,13335,https://pbs.twimg.com/ext_tw_video_thumb/1732888855966003200/pu/img/mgBRUmbXeFDKt8MU.jpg,video,https://video.twimg.com/ext_tw_video/1732888855966003200/pu/vid/avc1/480x270/2AQvoL8o3ZeYgBsY.mp4?tag=12,,,,,,,,,,Farrukh,,,2023-12-07 22:26:16+00,221,4324,378,https://twitter.com/implausibleblog/status/1732889287635460318,199452338,implausibleblog,826439.0,2024-06-05 08:40:03.704565+00,https://twitter.com/search?q=climate%20change%20lang%3Aen%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=top,0
148642,result,72,340,,,,,,"In The Name Of Climate Change Bill Gates Will Be “Innovating”/ Changing How We Have Always Grown Our Food On This Planet  Who remembers voting for Bill Gates to decide how our global food sources will be grown?  “Hi. Uh, this is COP 28. Uh, very, very important meeting. Uh, the https://t.co/OQtWbyrwIY",1739539162947322030,f,f,3614,https://pbs.twimg.com/amplify_video_thumb/1739539089840590848/img/ssv_PmtqPmJ40Teq.jpg,video,https://video.twimg.com/amplify_video/1739539089840590848/vid/avc1/312x270/WZo-g8LEH3rwJLyj.mp4?tag=14,,,,,,,,,,Wall Street Apes,,,2023-12-26 06:50:30+00,274,2059,975,https://twitter.com/WallStreetApes/status/1739539162947322030,1099579684981944320,WallStreetApes,325684.0,2024-06-05 08:40:29.575657+00,https://twitter.com/search?q=climate%20change%20lang%3Aen%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=top,0
148646,result,78,22,,,,,,"🚨 | Welsh Labour minister discussing 20mph policy - ‘Unless we start to shift the way we do transport, our economy is going to get trashed by climate change’  🤡 This is what the public are up against, politicians who think going 20mph &amp; not 30mph is linked to the climate. https://t.co/tqdlzsnFxY",1703338471077663204,f,f,3416,https://pbs.twimg.com/amplify_video_thumb/1703338405805834240/img/Cv3d6zAP-5ckFU4l.jpg,video,https://video.twimg.com/amplify_video/1703338405805834240/vid/avc1/480x270/9kyhRoOFAcu1muZZ.mp4?tag=14,,,,,,,,,,Jamie Jenkins,,,2023-09-17 09:21:52+00,135,1075,565,https://twitter.com/statsjamie/status/1703338471077663204,101447362,statsjamie,321608.0,2024-06-05 08:40:31.993736+00,https://twitter.com/search?q=climate%20change%20lang%3Aen%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=top,0
148652,result,70,27,,,,,,I believe the PM broke the law when he delayed Net Zero back in September .  The govt are under obligation from the Climate Change Act to meet Net Zero by 2050 through their own Carbon Budget – this can't be abandoned on a whim .  That's why I'm taking them to the High Court . https://t.co/KvO3rYXJ6W,1732392195309838493,f,f,4440,https://pbs.twimg.com/amplify_video_thumb/1732356081169432576/img/l_9rQn2h5fqU2eIW.jpg,video,https://video.twimg.com/amplify_video/1732356081169432576/vid/avc1/320x320/mkmknhp1nE81fTY-.mp4?tag=16,,,,,,,,,,Chris Packham,,,2023-12-06 13:31:00+00,46,1252,334,https://twitter.com/ChrisGPackham/status/1732392195309838493,78905469,ChrisGPackham,129397.0,2024-06-05 08:40:28.791348+00,https://twitter.com/search?q=climate%20change%20lang%3Aen%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=top,0
148662,result,86,672,,,,,,Bwahahahah!!!🤣🤣🤣  “He literally got his D..K sucked in the Oval Office because of climate change”  WHO DID THIS?!?😂👇🏻  Whoever you are YOU ARE A ROCKSTAR!!!🔥🔥 https://t.co/I90ryVQu1R,1731846539386011835,f,f,8999,https://pbs.twimg.com/amplify_video_thumb/1731846443395166208/img/wfkwkpmWFFoO-GKI.jpg,video,https://video.twimg.com/amplify_video/1731846443395166208/vid/avc1/280x270/QhScYNoKzcdejID1.mp4?tag=14,,,,,,,,,,SaltyGoat,,,2023-12-05 01:22:45+00,403,3533,439,https://twitter.com/SaltyGoat17/status/1731846539386011835,1540801222772494336,SaltyGoat17,613894.0,2024-06-05 08:40:40.435671+00,https://twitter.com/search?q=climate%20change%20lang%3Aen%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=top,0
148663,result,62,59,,,,,,"The devastation from storm floods in Libya is truly catastrophic.  At least 5,000 people have died. Many thousands more missing.  How much death and destruction will it take for world leaders to take climate change seriously?   https://t.co/iE1yzM6nmn",1701657680077578665,f,f,6653,https://pbs.twimg.com/media/F51muRdXwAAdD3U.jpg,video,https://video.twimg.com/amplify_video/1701616442062319616/vid/avc1/320x568/ZqU9vyxJPK8-qpmk.mp4?tag=16,,,,,,,,,,Jeremy Corbyn,,,2023-09-12 18:03:00+00,166,2615,676,https://twitter.com/jeremycorbyn/status/1701657680077578665,117777690,jeremycorbyn,444765.0,2024-06-05 08:40:25.370929+00,https://twitter.com/search?q=climate%20change%20lang%3Aen%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=top,0
155426,result,1,348,,,,,,"Cheerleaders for the #ClimateScam, Al Gore and John Kerry, predicting that the polar ice caps would be gone by 2014.  How many times in succession do the climate apocalypse-mongers have to be wrong before people finally realise that ""human-induced climate change"" is a monumental https://t.co/kELBmzE36w",1731622882575319513,f,f,4681,https://pbs.twimg.com/ext_tw_video_thumb/1731613957578792960/pu/img/yvejTXyZHOF4AV3i.jpg,video,https://video.twimg.com/ext_tw_video/1731613957578792960/pu/vid/avc1/480x270/AxE5LTuuE8YIDhfn.mp4?tag=12,,,,,,,,,,Wide Awake Media,,,2023-12-04 10:34:01+00,205,2329,354,https://twitter.com/wideawake_media/status/1731622882575319513,1529763962094596097,wideawake_media,177322.0,2024-06-05 08:39:42.708273+00,https://twitter.com/search?q=climate%20change%20lang%3Aen%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=top,0
155427,result,2,143,,,,,,"Man-made climate change: If Hillary Clinton is promoting it, you can be absolutely certain it's a scam.  https://t.co/iENOl3NPxt",1740711599688782289,f,f,10305,https://pbs.twimg.com/amplify_video_thumb/1740488582031093760/img/CZ9Jy-FkeZ5F6wK5.jpg,video,https://video.twimg.com/amplify_video/1740488582031093760/vid/avc1/320x568/CYikytQ_stCvadCO.mp4?tag=14,,,,,,,,,,Wide Awake Media,,,2023-12-29 12:29:20+00,250,2871,943,https://twitter.com/wideawake_media/status/1740711599688782289,1529763962094596097,wideawake_media,270276.0,2024-06-05 08:39:43.113975+00,https://twitter.com/search?q=climate%20change%20lang%3Aen%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=top,0
155428,result,3,1088,,,,,,"It's depressing to consider, but I suspect the demise of skiing in the Alps will prove to be far more consequential to the rich world's awareness of climate change than news that one third of Pakistan is underwater. https://t.co/6Tf7oWRqa2",1614964593423523841,f,f,83780,https://pbs.twimg.com/media/FmmBPGsXwAIRTrR.jpg,photo,https://pbs.twimg.com/media/FmmBPGsXwAIRTrR.jpg,,,,,,,,,,Henry Wismayer,,,2023-01-16 12:35:38+00,337,10694,343,https://twitter.com/henrywismayer/status/1614964593423523841,2877709163,henrywismayer,3914528.0,2024-06-05 08:39:43.508754+00,https://twitter.com/search?q=climate%20change%20lang%3Aen%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=top,0
155429,result,4,668,,,,,,"Unelected globalist technocrat, Bill Gates, at COP 28: ""The issue of food systems and how with climate change, a lot of farmers aren't able to grow their crops, which is a tragedy for them. We'll talk about using innovation to absolutely solve that problem.""  Globalist https://t.co/z5a3q8QuIB",1739657295498260733,f,f,7027,https://pbs.twimg.com/ext_tw_video_thumb/1739657152443154432/pu/img/UBvxynxWkNdoj0VB.jpg,video,https://video.twimg.com/ext_tw_video/1739657152443154432/pu/vid/avc1/320x568/ibE50AoPD67KC0xw.mp4?tag=12,,,,,,,,,,Wide Awake Media,,,2023-12-26 14:39:55+00,758,3585,4137,https://twitter.com/wideawake_media/status/1739657295498260733,1529763962094596097,wideawake_media,997518.0,2024-06-05 08:39:44.048364+00,https://twitter.com/search?q=climate%20change%20lang%3Aen%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=top,0
155430,result,5,7,,,,,,"2️⃣ - Excess Deaths: Elephant in the Room The Overlooked Correlation Between COVID-19 Vaccination and Excess Deaths  From missed healthcare to video games, climate change to long Covid, and even disinformation - it seems everything is being blamed for 'excess deaths,' except for https://t.co/l6sGBAkSaq",1741244737921925347,f,f,42,https://pbs.twimg.com/ext_tw_video_thumb/1741244237415657472/pu/img/5WGy7LgpQv6X0kCY.jpg,video,https://video.twimg.com/ext_tw_video/1741244237415657472/pu/vid/avc1/480x270/sqhsidWYm5QX4Y6L.mp4?tag=12,,,,,,,,,,Kali Yuga Buddha,,,2023-12-30 23:47:50+00,2,18,1,https://twitter.com/KaliEpoch/status/1741244737921925347,273461962,KaliEpoch,20383.0,2024-06-05 08:39:44.628838+00,https://twitter.com/search?q=climate%20change%20lang%3Aen%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=top,0
155431,result,6,1201,,,,,,"""We're undergoing a soft coup... under the pretext of pandemic preparedness and the biosecurity agenda.""  Dr. Meryl Nass explains how the WHO's proposed pandemic treaty will enable the WHO ""to take over jurisdiction of everything in the world by saying that climate change, https://t.co/zSzsdvltDu",1730934337418268829,f,f,11716,https://pbs.twimg.com/ext_tw_video_thumb/1730913008631635968/pu/img/fwBJcic8o6_SdrK0.jpg,video,https://video.twimg.com/ext_tw_video/1730913008631635968/pu/vid/avc1/480x270/JluBasxXBRJOSfRI.mp4?tag=12,,,,,,,,,,Wide Awake Media,,,2023-12-02 12:57:59+00,562,7862,1062,https://twitter.com/wideawake_media/status/1730934337418268829,1529763962094596097,wideawake_media,611754.0,2024-06-05 08:39:45.134627+00,https://twitter.com/search?q=climate%20change%20lang%3Aen%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=top,0
155432,result,7,108,,,,,,"Leading WEF advisor, Yuval Noah Harari, suggests that the totalitarian restrictions implemented in response to ""Covid"", including stopping all flights and locking down entire countries, will make people ""more open to radical ideas about how to deal with climate change.""  Source: https://t.co/ugaWce6I5V",1732706442338066837,f,f,647,https://pbs.twimg.com/ext_tw_video_thumb/1732683249917308928/pu/img/h6LHcs8rIwC4gW5W.jpg,video,https://video.twimg.com/ext_tw_video/1732683249917308928/pu/vid/avc1/480x270/lU6WwdkSnm7nOwjK.mp4?tag=12,,,,,,,,,,Wide Awake Media,,,2023-12-07 10:19:42+00,104,526,513,https://twitter.com/wideawake_media/status/1732706442338066837,1529763962094596097,wideawake_media,65976.0,2024-06-05 08:39:45.600937+00,https://twitter.com/search?q=climate%20change%20lang%3Aen%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=top,0
155433,result,8,220,,,,,,"Mount Aso, Japan: The inherent natural beauty of mountains and forests―and the plant and animal habitats that reside within them―are replaced by 200,000 ghastly solar panels, as a sacrificial offering by the Net Zero cult to the ""climate change"" gods.  Subscribe to us on https://t.co/1niZppAkaW",1728373442234196393,f,f,2466,https://pbs.twimg.com/ext_tw_video_thumb/1728373267998613504/pu/img/Syo459F7KlBVomG2.jpg,video,https://video.twimg.com/ext_tw_video/1728373267998613504/pu/vid/avc1/480x270/Wjm_ekWeLDq9T6cl.mp4?tag=12,,,,,,,,,,Wide Awake Media,,,2023-11-25 11:21:54+00,213,1461,318,https://twitter.com/wideawake_media/status/1728373442234196393,1529763962094596097,wideawake_media,198744.0,2024-06-05 08:39:46.049118+00,https://twitter.com/search?q=climate%20change%20lang%3Aen%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=top,0
